LOG_AR_Z_(1),LOG_AR_Z_(2),LOG_AR_Z_(3),LOG_AR_Z_(4),LOG_mu_(Z),LOG_loglik_Z,LOG_logpost_Z,LOG_MA_Z,LOG_measerr_scale_Z,LOG_sigma_Z,LOG_VAR_Z,LOG_L_UV,L_5100,L_3000,L_H_beta,MG_II,0II_5007,OIII_4959
-0.272376641336616,-0.229659277530384,-1.80145754468205,-3.94937855381711,1.24819527591257,2.13953995653426,2.13953995653426,-50.1176742489081,0.052565146329163,-4.0706368756019,-2.62972662531892,45.4248816366311,45.32733,45.48131,43.32896,43.40307,42.46937,42.26057
-0.264179713823796,-0.550004746567073,-2.38642131217357,-4.83606685382237,1.27633439796751,2.05355889079661,2.05355889079661,-19.1452442018926,-0.032136835487777,-4.28781189761899,-1.68520990415344,43.6009728956867,44.51848,44.56355,42.77419,42.88364,42.14843,41.77629
-0.303527623054074,-0.80653294549152,-2.71117823955629,-5.24293523350514,1.29928678182395,1.73591354318848,1.73591354318848,0.40937755006609,0.052445944863133,-4.22034084599775,-0.848307389239968,44.5670263661591,44.32612,44.48522,42.49316,42.96359,42.26489,41.71549
-0.380660568078659,-0.407016364748176,-1.78607592082283,-3.6603354830442,1.29275280256451,1.81668596975093,1.81668596975093,-1.77326444173757,0.111121459212048,-7.1800695648421,-2.36888911884927,45.5403294747909,44.69770,44.94271,42.94092,43.16836,42.23722,41.18078
-0.136007072810198,0.184682411250722,-1.3487710066966,-3.31259066760824,1.27719200179975,2.00222497255131,2.00222497255131,-30.6816107627427,-0.002631173496949,-4.72013017912514,-2.29713051258574,43.7387805584844,44.30242,44.85158,42.53794,43.45705,41.93680,42.12107
-0.33335122449866,-0.746310903467515,-2.43349742094954,-4.83424578536192,1.29501834264578,1.74121302878451,1.74121302878451,-23.9204366957854,0.096373735636354,-3.97319673129133,-0.995494801372186,45.1072099696479,44.83574,44.44037,42.97453,42.68371,42.56680,42.05108
-0.144943448606452,-0.340125376505235,-1.82757268786564,-4.04063276697365,1.29828180412588,1.76534077017839,1.76534077017839,-41.0847793443626,0.112587565407171,-3.99612360985764,-2.13967101995443,44.8095597146353,44.57033,45.03819,42.60063,43.23716,42.09058,41.75146
-0.310198233944663,-0.665321117160538,-2.2917876822438,-4.69875250299043,1.28155454263486,1.89387080232224,1.89387080232224,-18.1065387100009,0.086718293456627,-4.51199169594842,-2.10107678352673,43.9898945637188,44.30397,45.01922,43.24299,43.23716,42.77714,42.05108
0.080665040200936,0.109867973050773,-0.814121192296665,-3.14849104277072,1.26174390536764,1.99560330599236,1.99560330599236,-9.90790976718056,0.045416341258259,-2.70609258972958,-1.7784446635071,44.5965970956265,44.43193,44.83776,42.59860,42.99633,41.67878,41.75146
0.101044991079183,1.15847555123604,-0.337860231543444,-2.37852120983003,1.2475752677424,2.0616154672852,2.0616154672852,-45.0038045778795,0.124487697632411,-2.58431906398765,-2.32334538706811,44.7291647896928,44.75459,44.34770,42.46524,42.74858,42.64946,42.27146
-0.160807784439952,-0.70509610161408,-2.56914977724867,-5.17482486421417,1.28121094411169,1.98061158148839,1.98061158148839,-55.4150013628096,0.064237023070025,-4.73058099779997,-2.01716925896975,43.4487063199051,44.69916,44.65749,43.46676,42.96205,42.07596,41.86849
-0.149100121933283,-0.285096459633798,-1.89785051735984,-4.04982515831878,1.29297230323286,1.78951388257291,1.78951388257291,-25.0443293014297,0.038929389066587,-4.60734028650406,-2.31633390142773,45.3031960574205,44.88584,45.15750,42.78628,43.15557,42.64170,42.36900
-0.258660045839725,-0.729135406050824,-2.50819269054738,-4.79776875780558,1.29702033194233,1.83981290612031,1.83981290612031,-13.3673068145717,0.036557232357289,-4.4939128298087,-1.82629030702005,45.9132839017604,44.43886,44.86974,43.07690,42.93223,42.35470,42.20851
-0.376768394664067,-0.598827326294528,-2.30616231506225,-4.4148934635403,1.29448302035721,1.68844849871398,1.68844849871398,-29.8472231404652,0.102089056121177,-3.75985883713168,-1.68911721989064,44.2201080880401,44.10607,45.20451,42.46310,43.45330,41.79072,41.59024
-0.20727770179762,-0.212875290834897,-1.79236610129393,-4.131838466112,1.26420714011102,2.07451368258245,2.07451368258245,-35.0085621618904,0.0038698338352,-5.33206886833394,-1.95190351153702,44.862131379313,44.28278,44.41496,42.56917,42.80388,42.43821,42.14885
-0.29848521020572,-1.13789761504405,-3.16600326457824,-5.93531728195555,1.29073793605539,1.88369099850296,1.88369099850296,-17.2895995490714,0.057366077119105,-3.77466768801834,-1.8410248631616,45.0718820073061,45.03406,44.07756,42.51944,42.61017,41.49444,41.85274
-0.085844793858487,-0.082966188998438,-1.5202482715621,-3.3972490433381,1.28925155719885,1.87416347978587,1.87416347978587,-22.9170129090719,0.067977578610694,-4.40247528733727,-2.38684439639313,44.2504200023089,44.28599,44.46839,42.79810,42.98336,41.62131,41.22986
-0.274482129259272,-0.606483785005491,-2.37179039631527,-4.76371625917074,1.27288736265522,2.07834538789531,2.07834538789531,-43.7023387140548,0.070639862899449,-4.93639399483391,-1.903836950924,45.1958996524092,44.51935,44.94597,42.05927,43.26494,42.24820,42.19560
-0.262917886930614,-1.0295655402877,-3.06948828951976,-5.77306698749717,1.29819446174469,1.74365091078904,1.74365091078904,-19.8022744152931,0.075219547621798,-4.99127896348938,-1.31312150901422,45.3159703454569,44.25256,44.97579,43.25239,43.38464,42.40217,41.26026
-0.163739708344853,-0.022015795629149,-1.21763599590659,-2.69635994584298,1.28810610812911,1.85848374025143,1.85848374025143,-29.7678467565921,0.051632793560525,-0.743506425603997,-2.57221773926515,45.170261715395,44.13888,45.31695,42.20292,42.59487,41.99311,41.90872
0.528962124503517,0.977885240212516,1.47721508925123,-1.13336046466866,1.23413287968884,2.16236140985099,2.16236140985099,-12.1188279029203,0.071073735842233,-4.84761049120659,-2.09102198827225,45.0492180226702,44.97359,44.42739,44.17511,42.63465,41.82681,41.46316
-0.274094922589606,-0.339472840020051,-1.92266587079127,-4.10270342683098,1.29726029809039,1.79319862204535,1.79319862204535,-41.7237976370115,0.12789070814728,-5.08876558128377,-1.81120769276607,44.9703468762301,44.90593,44.67777,42.71012,42.81970,42.10764,42.01054
-0.375764339500166,-0.290169484159683,-1.97315246816595,-4.41248545402016,1.28820390502545,1.85476120739643,1.85476120739643,-6.93465847462256,0.029316077698059,-4.36309482772984,-1.90940666425954,44.8438554226232,45.67979,44.66881,42.68983,42.33877,42.00149,41.62996
-0.291032885256526,0.124229087060436,-1.18968167492124,-3.07171627163663,1.2946800364405,1.84120201817859,1.84120201817859,-13.8967228421225,0.292725009098274,-4.34771574654789,-2.51293127426949,44.6138418218761,44.45743,43.97203,42.50119,43.42820,41.47306,41.89955
-0.125020286609939,-0.596173640716523,-2.23016824393753,-4.50922955787222,1.29176927141294,1.08367650932532,1.08367650932532,-42.4893871696095,-0.010451889091744,-4.24488374912399,-1.8571962944129,45.6222140229663,44.54183,45.32038,42.85803,42.99291,42.42153,41.72696
-0.25298832020335,-0.422264737688829,-2.01965903665046,-4.34435884743666,1.29852054877551,1.82281881334445,1.82281881334445,-31.5872754150039,0.203466496943716,-4.65004726865977,-1.8571962944129,44.4487063199051,44.59501,44.90722,43.04988,43.95267,42.32945,41.63567
-0.101765742201151,-0.582421147001722,-2.47039777398727,-5.09747868022701,1.24938441500137,2.04323683062388,2.04323683062388,-9.56743648618842,0.064526521677303,-4.8788701832152,-2.16756030754126,45.4668676203541,44.69004,46.03777,42.98457,43.00252,41.22119,41.03894
-0.289213175820936,-0.386911248264912,-1.72030747729813,-4.03968858883834,1.28789439200359,1.89597487688915,1.89597487688915,-42.4582386331779,0.121008091217283,-3.08617279386316,-2.00632143530296,44.9041743682842,44.78482,44.68607,42.53414,42.81552,41.89582,41.86565
0.006855436381501,0.092954930225938,-1.04427007438032,-3.13594932426579,1.29348306639781,1.7977497686236,1.7977497686236,-14.1839530463691,0.038020663176226,-4.26070538980517,-1.90895986216028,44.8481891169914,45.22008,44.85840,42.60624,42.91650,41.85748,41.63610
-0.100124260039848,-0.377731971611801,-1.84451236242591,-4.11563377822925,1.28916852461957,1.93963559206509,1.93963559206509,6.02820603449097,0.046934231911451,-8.26378184451777,-1.96398551186829,44.7291647896928,44.67030,44.66664,42.71966,42.88055,42.92163,40.86044
