LOG_AR_I_(1),LOG_AR_I_(2),LOG_AR_I_(3),LOG_AR_I_(4),LOG_mu_(I),LOG_loglik_I,LOG_logpost_I,LOG_MA_I,LOG_measerr_scale_I,LOG_sigma_I,LOG_VAR_I,LOG_L_UV,L_5100,L_3000,L_H_beta,MG_II,0II_5007,OIII_4959
-0.469636292438841,-1.04338247253026,-3.07080632607141,-4.35881870646004,1.28937663407598,1.98091398958833,1.98091398958833,-16.2808486584396,0.121868092661893,-4.71695171630727,-1.030284649985,44.3541084391474,44.83296,44.77257,42.94242,43.10417,42.12112,40.75320
-0.124519487496741,-0.153272558366382,-1.53352063252627,-5.66356855335274,1.2962347066697,2.10018489644715,2.10018489644715,-63.4691501432511,0.126922940854752,-4.0021920993369,-2.55280312849211,44.9698816437465,44.32271,45.09934,42.95855,43.11582,41.32674,41.60521
-0.21043431645922,-0.453911303351676,-2.2593119000357,-3.66561454398589,1.28542512896167,2.12042974576376,2.12042974576376,-28.8184015217574,0.021853801336164,-4.69192848176035,-1.33993853618912,45.2966651902615,44.84746,45.06645,42.99467,43.09889,42.10446,41.95696
-0.187995162012416,-0.978069737871459,-2.97522200016682,-4.78517246765909,1.29418920351697,2.06012201904887,2.06012201904887,-35.1280260201016,0.134387461447592,-2.4271578807151,-1.14436176317081,45.6857417386023,44.66365,44.86206,42.96763,43.71762,42.44759,41.90367
0.056374432964471,0.080279027980669,-0.481386285842615,-5.61240964688036,1.28057526559073,2.07548429879119,2.07548429879119,-14.0704362099144,-0.011084204229437,0.262033584109028,-1.65583979146008,44.4683473304122,44.76287,45.78051,42.07823,43.36264,42.41232,41.83543
0.412869371160665,1.76938429068789,1.86402339090184,-3.02010417617952,1.22825203820435,2.10487517173761,2.10487517173761,-54.5538511050112,0.061050232961934,-4.52460928699017,-1.65443508615417,44.5378190950733,45.10199,44.68850,42.26986,43.46540,42.42352,42.34942
-0.3534494185663,-0.634916028231414,-2.64715665190531,2.8779399512617,1.29435145251602,2.02995162029779,2.02995162029779,-27.5267519503334,0.092499556560761,-4.47816424612175,-1.42183626758905,44.860338006571,44.64622,45.12138,42.46464,43.07342,42.75009,42.26263
-0.494957051793414,-0.758515169273415,-2.51877664261786,-5.33047915063917,1.27437101838437,2.20203920277275,2.20203920277275,-13.7719408105852,0.11630952962761,-4.7239447711418,-2.08099334187215,45.2013971243204,44.87745,44.82848,42.82392,43.31099,42.49940,41.70028
-0.392979553430613,-1.07412604929389,-2.88432054736579,-4.97446436766875,1.29682063679256,2.10024625311616,2.10024625311616,-18.2860817813417,0.128222392537787,0.576235207061074,-1.51853205860179,45.5237464668116,44.09679,45.09556,42.88789,42.89897,41.63015,41.54967
1.49845423540651,1.45909138746583,2.68545647438542,-4.66547183100229,1.25111876702496,2.51279422836979,2.51279422836979,-16.3861409257622,0.112756159069937,-1.5483211325525,-1.97447594874509,45.0755469613925,44.27269,44.48811,42.22354,43.47677,42.17727,42.27398
0.107337638086477,0.275760461546898,0.323421702194665,0.105379811533931,1.24923669619682,2.03828630908318,2.03828630908318,-34.5201732091403,0.024838125008846,-4.36857850351838,-1.5356242754732,44.1818435879448,44.44430,45.38660,42.74993,43.09807,42.71115,41.72772
-0.106216481879281,-0.52603370083504,-2.52478823052436,-2.2210516171363,1.28840422084436,2.15910286569529,2.15910286569529,-41.1037636796683,0.055672788798929,-1.73997995477099,-1.34709834657412,45.9647309210536,44.93558,44.78246,42.63238,43.30349,42.28624,42.22803
0.054177811735633,0.308919386444638,0.29603068391537,-5.21030846071044,1.29251156897226,2.10958151074658,2.10958151074658,-15.6250872676297,-0.041722196177505,-1.95113282258872,-1.8594995891479,45.1673173347482,44.09816,44.95779,43.42872,43.27955,42.75240,41.29200
0.098245367203523,0.43618370724967,-0.21956839353142,-2.19999842765981,1.28576184713408,2.06576660332167,2.06576660332167,-52.4257606626125,0.060935279599026,-3.15023356282853,-1.21086037446372,44.3856062735983,44.33125,44.90453,43.11371,43.02225,41.54856,41.82570
-0.269104720436474,-0.092736719498649,-1.28129710437576,-2.78767500698193,1.27384619654584,2.12020712597845,2.12020712597845,-17.7329248790918,0.055311257598071,-4.34441290292792,-1.61967820636329,45.6009728956867,44.44104,45.34227,43.12829,43.17504,42.34606,41.51603
-0.607013813011833,-0.469632999554808,-2.61198654903966,-3.71853291443019,1.29906311598065,2.05851780101865,2.05851780101865,-33.5623603543742,0.126206562448124,-2.30602691400373,-1.13622599261673,46.1271047983648,44.33125,45.01199,42.77936,42.10240,42.01922,42.73611
0.16639308246378,0.293546138665262,-0.584531632662251,-5.24757911434645,1.2939741075564,2.05743023444056,2.05743023444056,-25.2077778783848,0.018424602983852,-2.51534398088238,-1.40613488740433,44.3502480183342,44.44104,44.20388,43.46437,42.55260,43.19707,41.45944
-0.122875871822963,0.297031480539616,-0.92503035684617,-2.91405861774221,1.29228191759908,2.01325211772462,2.01325211772462,-33.7713362310783,0.113436291440759,-4.04641909467547,-0.991368192944797,45.2624510897304,44.88637,44.42333,42.66776,43.10894,42.01806,41.37077
-0.240899485769328,-0.310486890330221,-2.03287001940561,-3.46756410787688,1.28464283970507,2.14454692304697,2.14454692304697,-16.5962257276221,0.176607817794775,-2.98761864385638,-1.7954674712877,45.2624510897304,44.30239,44.70367,43.06504,43.42597,41.72686,41.47399
0.076496968738389,0.251266741674087,-0.836613119481821,-4.63468662324715,1.2917364669239,2.01619841422312,2.01619841422312,-35.4547394178611,0.101821538112265,-4.57602640088071,-2.21000348742871,45.1958996524092,44.22117,45.16175,42.62014,42.34814,41.23371,41.72148
-0.314833250767737,-0.783844884727587,-2.68467216079482,-2.970333133166,1.29865660646119,2.03297114814311,2.03297114814311,-55.3451495533211,0.049759396605004,-2.92096402906845,-1.6279534779487,45.5403294747909,44.76188,44.19785,42.65596,42.67153,41.78927,41.44395
0.030550352598606,0.136734889378481,-0.75409135179526,-5.14426803863569,1.28864426968104,2.06097514807706,2.06097514807706,-49.5781828289243,0.098331411469561,-3.75039998147182,-2.2350050043605,44.6954816764902,45.09383,44.47436,42.77973,43.02249,42.62721,42.11013
-0.090999214038744,-0.208904125983791,-0.21956839353142,-3.16856515683582,1.26585879494748,2.11724362720238,2.11724362720238,-24.6366091114146,0.141728383200498,-4.5013455486739,-1.88428505514342,44.4608978427566,44.44021,44.48945,43.13841,42.99758,41.27474,41.75123
-0.463242555383984,-0.543013993836932,-1.28129710437576,-4.16024559591657,1.29470771268882,2.14584833158021,2.14584833158021,25.5688384325852,-0.010773192267915,-3.2960871108842,-2.35159148917887,45.2455126678141,44.54921,45.16544,43.29014,42.79588,41.97106,41.68625
-0.27869115267693,0.023430234819321,-2.61198654903966,-4.3042506732408,1.28538881998636,2.41221503860618,2.41221503860618,-12.1954090339164,0.078997450593947,-27.6588627954884,-1.94595936918759,45.0718820073061,44.65970,44.73836,42.56854,42.95531,42.12706,42.28107
-0.265874280720992,0.528896751774533,-0.584531632662251,-3.65341985611216,1.29152956363022,2.02773985214861,2.02773985214861,-29.121308747463,0.089464011053871,-1.43881154792138,-1.88219493008717,44.2600713879851,44.79900,44.70017,42.33321,42.97747,42.08910,40.65519
0.296834868845991,0.81451208855725,-0.92503035684617,-3.19068869582834,1.28554473645284,1.98249102630015,1.98249102630015,-16.9453144402683,0.117286955279898,-3.84814817281063,-1.79196336648142,44.7450747915821,44.18964,44.99169,42.37821,43.37527,,41.50676
-0.072961399330467,-0.516296488259658,-2.03287001940561,-1.89754589505286,1.27443327142108,2.07628617512341,2.07628617512341,-45.9615893361172,0.106149315973607,-4.0808618458622,-1.68561049217886,44.9580858485211,44.25669,45.37277,41.91246,43.20201,,41.59405
-0.295732325821922,-0.438039970238901,-0.836613119481821,-4.37470502574468,1.29764690235985,2.01284545771207,2.01284545771207,-45.4548850511986,0.063702579962826,-1.87413699346034,-1.70838934490422,44.7355988996982,44.35819,44.99354,42.10484,42.73059,,41.85345
0.188624248477008,0.535983847099832,-2.68467216079482,-4.28049610924402,1.29492326953816,2.04329703647341,2.04329703647341,-39.3541442465853,0.098937554553083,-4.20834000898101,-1.97529186041209,44.9339931638312,44.91202,44.65862,42.66324,43.06928,,
-0.164013522392889,-0.439938271422384,-0.75409135179526,-2.18103142002383,1.29382256144449,1.99804241569642,1.88602436931789,-28.1533376290714,0.228599730122578,-2.11446222662448,-1.38092801120886,44.7664128471124,45.05713,44.56841,42.58026,42.78089,,
0.18024418187162,0.308028552846624,-1.79154567578362,-5.00923625240048,1.29953332174396,2.07052878908696,1.99804241569642,-37.5969188082001,0.144101157394326,-3.67155743449959,-1.67880152373882,45.3159703454569,44.56043,44.65633,42.28675,42.88707,,
-0.310332778853591,-0.327258647240396,-2.30126027287729,-2.58937866388842,1.29088482608565,1.97321592042065,2.07052878908696,-21.2239328706143,0.06934570293941,-4.17794079438731,-1.79786845353028,45.1492191126554,44.78145,44.59963,42.41024,43.05763,,
-0.296060377465352,-0.797347059434992,-1.33135103786938,-4.13434221216268,1.29642391662056,2.06878919720318,1.97321592042065,-41.9795514957151,0.109500235503134,-4.34666366411147,-0.833196297913535,44.5289167002777,44.77507,44.73006,42.71884,42.56775,,
-0.238206523082462,-0.630815736305497,-0.881428665629007,-5.18448790268632,1.30008038639474,1.97945774661169,2.06878919720318,10.4360517406082,0.047265589313784,-2.98389697344221,-1.38378462418398,44.9561684304754,44.36424,44.47789,42.63816,42.90808,,
-0.028858258832962,0.127635549961316,-0.881428665629007,-5.12782649590893,1.30784684661199,1.97595690129666,1.97945774661169,-45.0284878237285,0.093102024035541,-11.6741419293738,-1.81873646470177,43.1205739312058,44.17580,45.01247,42.27794,42.80545,,
-0.722567024271463,0.66614941157723,0.500569612818873,-3.3016771169176,1.26928501307576,1.90204371577773,1.97595690129666,-37.7254515320997,0.093413399357395,-3.47358012496246,-1.86690455957958,44.4608978427566,44.40151,44.55196,42.67026,43.32544,,
-0.200744839857446,-0.346411446172689,-1.96763120902174,-2.51665333681892,1.29758806661187,2.1591768894151,1.90204371577773,-40.2010013148818,0.178801566512829,-3.56496495906069,-1.14873978989265,44.8208579894397,44.20654,44.98618,42.11144,42.78329,,
-0.174594772356945,-0.111941328267416,-1.99417132890841,-4.34619921561882,1.25861782233283,2.05900031349761,2.1591768894151,-31.4256812033669,0.119374121880916,-1.70235250568564,-1.75425654846655,44.6618126855373,44.59746,45.06799,,42.81910,,
0.423691390157937,0.097075447341579,0.091805374655511,-4.14752270463765,1.27639032350002,2.03847669076291,2.05900031349761,-5.86580805850674,0.110170658329538,-2.1880630262469,-1.80061842753433,44.4361626470408,44.17015,44.86777,,43.24706,,
0.095314616962669,0.386738445704804,-2.36485493071598,-2.244193357574,1.30131116349575,2.04731294422665,2.03847669076291,,-0.013831534181222,-1.83836955597666,-1.51298750490823,45.0043213737826,44.31297,44.71317,,43.23054,,
-0.032469522140056,0.261048892045064,-0.257776263632295,-2.68791015950065,1.28652143658828,,2.04731294422665,,0.032491401021023,,-2.24108559664797,45.3424226808222,44.52867,44.93590,,42.79880,,
,,-1.74288857752223,-1.78644148299,,,,,,,,44.6253124509617,44.68251,44.57434,,43.06437,,
,,-2.62400134863369,,,,,,,,,43.7671558660822,,44.45962,,42.75987,,
,,-2.52919678851638,,,,,,,,,44.7134905430939,,45.73744,,42.79383,,
,,-1.07990487847297,,,,,,,,,45.5327543789925,,44.28572,,43.66837,,
,,-0.61313076842928,,,,,,,,,45.0293837776852,,0.01334,,42.68648,,
,,-1.73135935773052,,,,,,,,,45.170261715395,,44.39641,,42.38523,,
,,-1.55425148097001,,,,,,,,,44.5024271199844,,44.43794,,42.91559,,
,,0.359040056073598,,,,,,,,,44.9503648543761,,44.40271,,43.06190,,
,,-0.412245630115845,,,,,,,,,44.5390760987928,,44.66232,,,,
,,0.268578465174172,,,,,,,,,44.9547247909791,,,,,,
,,,,,,,,,,,44.8142475957319,,,,,,
,,,,,,,,,,,45.0086001717619,,,,,,
,,,,,,,,,,,44.4927603890268,,,,,,
