LOG_AR_R_(1),LOG_AR_R_(2),LOG_AR_R_(3),LOG_AR_R_(4),LOG_mu_R,LOG_loglik_R,LOG_logpost_R,LOG_MA_R,LOG_Measerr_scale_R,LOG_sigma_R,LOG_VAR_R,LOG_LUV,L_5100,L_3000,L_H_beta,MG_II,0II_5007,OIII_4959
-0.25563461708052,-0.558661458225233,-2.55644373685963,-5.3658620044295,1.29944950029162,2.13983627805904,2.13983627805904,-24.2874685383021,-0.001007765833891,-4.35576401281671,-1.25405413123361,45.3159703454569,44.25256,44.97579,43.25239,43.38464,42.40217,41.26026
-0.569966924152216,-0.985664890733174,-2.92209259848824,-2.19435257561046,1.29584540358242,2.06679064615897,2.06679064615897,-38.8820927090658,0.073425179765506,-4.95754127955204,-1.91881654785438,45.170261715395,44.13888,45.31695,42.20292,42.59487,41.99311,41.90872
0.384707600958034,0.109264258839045,0.428398441499694,-4.80061747952227,1.23717934931423,2.21566560497731,2.21566560497731,-23.9692517425353,-0.048809657146945,-1.78419106491674,-2.07159324223363,45.0492180226702,44.97359,44.42739,44.17511,42.63465,41.82681,41.46316
-0.517469418274493,-0.705396496577076,-2.54856410290955,-3.91518719911421,1.30056848619728,2.1110054117714,2.1110054117714,-24.5929677859215,0.028274523945784,-4.39403933105325,-1.72791549568818,44.9703468762301,44.90593,44.67777,42.71012,42.81970,42.10764,42.01054
-0.238076345854896,-0.334424576237756,-1.63663926968976,-3.61371406515224,1.2999951275639,2.0277553729336,2.0277553729336,-34.2136292154099,0.073755383432486,-3.77042760947799,-1.72791549568818,44.8438554226232,45.67979,44.66881,42.68983,42.33877,42.00149,41.62996
-0.018012325263078,-0.012247320681239,-1.29612622087322,-2.92046468117093,1.29049702082288,2.12168155079914,2.12168155079914,-19.8329249416598,0.041273904646911,-3.1186615864401,-2.18596379173793,44.6138418218761,44.45743,43.97203,42.50119,43.42820,41.47306,41.89955
0.159797169322052,0.37573112751784,-0.482922011863105,-4.88162708943544,1.3017066459113,2.09738250729545,2.09738250729545,-43.5257013759727,0.053834610236891,-2.39207441030685,-1.6295747777294,45.6222140229663,44.54183,45.32038,42.85803,42.99291,42.42153,41.72696
-0.215315806143614,-0.735235910486608,-2.56794756116631,-4.70485485552765,1.29697571580616,2.14821323377832,2.14821323377832,-4.32109108537114,0.053332405394084,-5.51553730318455,-1.69466551269705,44.4487063199051,44.59501,44.90722,43.04988,43.95267,42.32945,41.63567
-0.313500915701024,-0.685577761460995,-2.34834340195419,-2.0992361344428,1.30181957704541,2.03829578976935,2.03829578976935,-18.6514528121003,0.015606481309574,-4.21519691260039,-1.94230292677642,45.4668676203541,44.69004,46.03777,42.98457,43.00252,41.22119,41.03894
0.430784878864761,0.56735085667674,0.978554906835077,-4.36841415205355,1.25635346041106,2.15531126514494,2.15531126514494,-34.8264512745037,-0.003355034012714,-1.18921717072362,-1.72472338191122,44.9041743682842,44.78482,44.68607,42.53414,42.81552,41.89582,41.86565
-0.277214188322757,-0.287687982279395,-2.00623597352458,-3.87380785543521,1.29610217479405,2.03644899686402,2.03644899686402,-12.3202107739752,0.218101240215662,-4.07441366726382,-2.02751847742713,44.8481891169914,45.22008,44.85840,42.60624,42.91650,41.85748,41.63610
-0.036980590678005,-0.056124134881529,-1.46319216754834,-2.7956521129531,1.29519466147451,2.17018057378004,2.17018057378004,-51.6173135227972,0.001721963578503,-3.54736983125311,-1.20601381459406,44.7291647896928,44.67030,44.66664,42.71966,42.88055,42.92163,40.86044
0.044465603146861,0.221549688485414,-0.826623522350131,-4.32965333649217,1.29340052756852,2.08308956293369,2.08308956293369,-18.8593304303332,0.046853595150812,-2.67866121101833,-2.07690706612702,45.2810333672477,44.23784,44.89960,42.34346,43.17620,42.36641,41.51476
-0.099279457142225,-0.465193291647405,-2.04399452311213,-6.06975045958468,1.29638251641733,2.17181332530918,2.17181332530918,-24.9819540206771,-0.019963665282668,-4.10439918604862,-1.87765750320994,43.9036325160842,44.59427,45.16364,42.67943,43.34918,41.82378,41.74407
-0.270994802335361,-1.09402378139859,-3.27232417053458,-4.43283788845202,1.29177471153648,2.2009984829865,2.2009984829865,-32.4627013866808,0.092952631867275,-5.46056332286033,-2.15017215366103,45.212187604404,44.80879,45.38134,42.52063,42.99591,41.53349,41.82133
-0.286331036627657,-0.738695687056242,-2.39051187144547,-5.85825053941512,1.30179300710684,2.10608938068528,2.10608938068528,-33.7912988232358,0.069621386128035,-4.23130454332111,-1.87411518911698,45.1205739312058,44.75154,44.71793,42.55448,42.67819,42.01386,40.68333
-0.495672821155655,-1.45220900372095,-3.53525123505255,-4.33281507249161,1.30249418970536,2.0338778959976,2.0338778959976,-5.84615943469176,0.067399879025273,-6.48349363878284,-1.81693336611812,45.0043213737826,44.08426,44.52579,42.22238,42.87405,41.86658,40.86122
-0.101801545830104,-0.296617723433155,-1.85108804068359,-4.40213651453032,1.26430937171901,2.25432533766482,2.25432533766482,-40.6391363278368,0.03480392369628,-3.98303572250156,-2.05482894166853,44.8337843746565,44.34647,44.77300,42.53414,42.82767,41.64106,42.45178
-0.242154896225152,-0.562120257899802,-2.14681149461137,-3.74869530024432,1.29925692902504,2.05817772411928,2.05817772411928,14.7266580591885,-0.013739614711078,-16.8975017549306,-2.1207217172211,44.1986570869544,44.41080,44.90015,42.31086,43.02815,42.85326,40.90548
-0.319459157763324,-0.388921884133546,-1.7412744165786,-4.88719277928421,1.30295221641192,2.02242945631818,2.02242945631818,-39.3723226712613,0.06896161802462,-3.64552318912243,-2.25732042180025,44.6711728427151,44.44258,44.95125,42.33134,43.10245,41.57529,42.26538
-0.529441505267478,-0.888590428941041,-2.85007909068174,-4.31638898059865,1.29082903097788,2.17595987992897,2.17595987992897,-32.0967389340621,0.07787736003841,-4.98469716441089,-2.00937337351373,44.828015064224,44.48394,44.86517,42.64806,42.22104,"42.74552

",42.12025
-0.251728427432769,-0.227358563313568,-1.81124006064376,-5.40363209794231,1.28834433339762,2.12154708598092,2.12154708598092,-31.5670116330184,0.003638839482022,-3.55934542318176,-2.16922875532445,44.0755469613925,45.03598,44.04390,43.01677,42.48675,41.89148,41.94719
-0.159988796776867,-0.621468609657364,-2.67978306150744,-5.34244139921014,1.25716826961,2.20531019024332,2.20531019024332,-39.8239492171971,0.018838294370983,-4.64123185186951,-1.29791652005036,44.9268567089497,44.61065,44.63855,42.68640,42.92635,42.35133,41.81223
-0.522879787230775,-1.08512720805956,-2.93695721845397,-6.17648401755802,1.29136427679815,2.07712970889629,2.07712970889629,-20.0982972866436,0.040040971430251,-4.72000354745264,-1.48734218225797,45.3074960379132,44.70652,44.54728,43.10906,42.99379,42.24738,41.59778
-0.642317897226593,-1.31058971415485,-3.48133187891052,-3.60418568152582,1.28751006650453,2.03451319756599,2.03451319756599,-47.4014359906469,0.070141469620208,-5.12115026600989,-1.48531150911152,44.3541084391474,44.83296,44.77257,42.94242,43.10417,42.12112,40.75320
0.046120967815778,0.062798132519069,-1.23933826184199,-4.24830112639781,1.29972889352252,2.14511870350447,2.14511870350447,-23.6855475901166,0.053672040381688,-3.52414881582011,-0.869502795951115,44.9698816437465,44.32271,45.09934,42.95855,43.11582,41.32674,41.60521
-0.015681287355677,-0.083674542109245,-1.66545928544795,-4.63424714717963,1.28203032673158,2.17656650414742,2.17656650414742,-19.4728942856503,-0.026660323354616,-3.50512966856656,-2.30492386130651,45.2966651902615,44.84746,45.06645,42.99467,43.09889,42.10446,41.95696
-0.237081415770812,-0.509832152005276,-2.19046763565092,-4.99397913042371,1.29763806016751,2.07746759003708,2.07746759003708,-18.715788475394,0.020672199413083,-3.69774536526086,-1.43435995007682,45.6857417386023,44.66365,44.86206,42.96763,43.71762,42.44759,41.90367
-0.292487762175317,-0.716544344598673,-2.45579703094432,-3.25060654957051,1.27856830047128,2.11210684285374,2.11210684285374,-17.7501451020825,0.026913372240889,-4.29429716329116,-0.964797764907795,44.4683473304122,44.76287,45.78051,42.07823,43.36264,42.41232,41.83543
-0.676123029320172,0.14469850858572,-0.845371909865041,-5.35994118917315,1.22757219133845,2.10782342338313,2.10782342338313,-16.5176370802539,-0.756445805656446,-2.65782077848107,-1.46691563689007,44.5378190950733,45.10199,44.68850,42.26986,43.46540,42.42352,42.34942
-0.143456567039424,-0.729572852489942,-2.72125811575261,-4.97446436766875,1.29822330106945,2.07510561924922,2.07510561924922,-38.0742935211109,0.131901842138753,-4.51357619842142,-1.54249302492889,44.860338006571,44.64622,45.12138,42.46464,43.07342,42.75009,42.26263
-0.264369957574376,-0.836442184417034,-2.63960063235936,-4.11505548545868,1.27879884517574,2.21955507517513,2.21955507517513,-26.1244286546851,0.116424314856238,-4.5704961580147,-1.25453102060506,45.2013971243204,44.87745,44.82848,42.82392,43.31099,42.49940,41.70028
-0.250223883170174,-0.608122940539351,-2.26875926513388,0.240873584120808,1.29511265752093,2.15415267016323,2.15415267016323,-18.2320657177954,-0.048519867230431,-3.98663062615788,-1.89463433691978,45.5237464668116,44.09679,45.09556,42.88789,42.89897,41.63015,41.54967
1.55676547761358,1.32981759195111,2.71664869162711,-2.9873861378896,1.25453216688751,2.48708122265828,2.48708122265828,-18.8140228802821,0.043726848879115,0.675038928478387,-1.37900566215768,45.0755469613925,44.27269,44.48811,42.22354,43.47677,42.17727,42.27398
-0.416924747507457,0.268992424138201,-0.441119056717738,-5.38492375803493,1.24885442743342,2.04626954210006,2.04626954210006,-6.73477192176528,0.078393331109642,-2.26730134124554,-1.92444658287893,44.1818435879448,44.44430,45.38660,42.74993,43.09807,42.71115,41.72772
-0.255060753662056,-0.679715385084416,-2.69804866245342,-2.18195190762098,1.28642116611702,2.19942080390455,2.19942080390455,-34.1285657132865,0.022820798244097,-4.53868186450648,-1.49378625083194,45.9647309210536,44.93558,44.78246,42.63238,43.30349,42.28624,42.22803
0.073377300863939,0.470875621995547,0.271040272811825,-3.18896443898498,1.29866194472449,2.04298955275896,2.04298955275896,-6.57291528013413,0.068846280568801,-1.61364751279702,-1.2854574001746,45.1673173347482,44.09816,44.95779,43.42872,43.27955,42.75240,41.29200
-0.21330009766532,0.408982482339136,-0.659919841263,-5.61597872041452,1.29101639133631,2.06939615493274,2.06939615493274,-28.865003292448,0.050793954344604,-2.25415763022057,-1.56363980222111,44.3856062735983,44.33125,44.90453,43.11371,43.02225,41.54856,41.82570
-0.403411034213643,-0.944960651554304,-3.04788788453275,-3.27226461287951,1.27126195500758,2.16338620867658,2.16338620867658,-51.6466149258267,0.053365275711354,-4.88510661796063,-0.990343717894849,45.6009728956867,44.44104,45.34227,43.12829,43.17504,42.34606,41.51603
-0.004410202876089,0.284413293660562,-0.933464865023316,-2.14297895749017,1.3058056681854,2.01539427334324,2.01539427334324,-15.6233059952551,0.049982374093792,-2.81420209939065,-1.41170627795994,46.1271047983648,44.33125,45.01199,42.77936,42.10240,42.01922,42.73611
0.239920958589697,0.572838641612272,0.398517504928496,-3.68676625057411,1.29977639387705,1.98161288073654,1.98161288073654,-19.1022464937143,0.129686713048961,-1.35719388280834,-1.53175226726257,44.3502480183342,44.44104,44.20388,43.46437,42.55260,43.19707,41.45944
-0.535805829510874,0.274703017790634,-1.2211429457578,-3.64639527656621,1.29443428185607,2.02861914266082,2.02861914266082,-34.218550021519,0.045966535738073,-2.5025049266174,-1.28418626206079,45.2624510897304,44.88637,44.42333,42.66776,43.10894,42.01806,41.37077
-0.046546805254169,0.225924349717001,-1.02018357722066,-2.77471001912463,1.28532568443153,2.18139683662063,2.18139683662063,-48.5044712908355,0.156665722881157,-3.0887717451961,-0.749129879289096,45.2624510897304,44.30239,44.70367,43.06504,43.42597,41.72686,41.47399
0.077483278901677,0.29205695900438,-0.61483631030987,-4.60407913163407,1.29465193278816,2.00734666012339,2.00734666012339,-25.6373694922028,0.064869523153385,-2.76815222067423,-1.81564204092022,45.1958996524092,44.22117,45.16175,42.62014,42.34814,41.23371,41.72148
-0.504411941878352,-0.667875229303015,-2.21192444637922,-3.97978053130333,1.30141189401513,2.06089166520039,2.06089166520039,-15.0488008632256,0.119917516960055,-3.97791219964012,-2.27716760422328,45.5403294747909,44.76188,44.19785,42.65596,42.67153,41.78927,41.44395
-0.052651457687327,-0.041563951656468,-1.57560349931267,-2.9863519536364,1.29157990682486,2.07422678230377,2.07422678230377,-19.0229402347776,0.043296032578475,-4.04160204765368,-1.48930184462233,44.6954816764902,45.09383,44.47436,42.77973,43.02249,42.62721,42.11013
0.149556858150522,0.459850228115953,-0.429539527794472,-3.70473204389586,1.2673027001665,2.16066787154793,2.16066787154793,-46.5697615012113,0.106833735850295,-2.510450860344,-2.08879188051851,44.4608978427566,44.44021,44.48945,43.13841,42.99758,41.27474,41.75123
-0.091508549777051,-0.231343367939805,-1.64235441798566,-2.78584849773069,1.2936738107749,2.18136054351038,2.18136054351038,-31.1838510132288,0.034094820980007,-3.64470476488639,-1.91543793316783,45.2455126678141,44.54921,45.16544,43.29014,42.79588,41.97106,41.68625
0.144301158703747,0.490698049131568,-0.220278654145803,-5.17650762816086,1.28418953521597,2.44674836064961,2.44674836064961,-45.3276179625614,0.002190664122931,-2.37920569039027,-2.25858815909061,45.0718820073061,44.65970,44.73836,42.56854,42.95531,42.12706,42.28107
-0.372278822074278,-0.791469891615838,-0.058574171683395,-2.42769433305965,1.2985422413565,2.07948272574534,2.07948272574534,-21.2909743630939,0.054219873719432,-4.56494355892065,-2.03124820160592,44.2600713879851,44.79900,44.70017,42.33321,42.97747,42.08910,40.65519
0.215577869656018,0.493693940389004,-2.57752245266109,-5.19590498695091,1.29092321288997,2.05774114064235,2.05774114064235,-40.1355141106525,0.13336720726714,-1.83467629434246,-1.56362690152762,44.7450747915821,44.18964,44.99169,42.37821,43.37527,,41.50676
-0.144289870550022,-0.144289870550022,-1.48360928823718,-3.85848923167054,1.28832758276907,2.07222840220388,2.07222840220388,-20.3999897588542,-0.000607963426731,-4.50902805012918,-1.52968699436612,44.9580858485211,44.25669,45.37277,41.91246,43.20201,,41.59405
-0.228076743278209,-0.216353412988226,-0.697088894404904,-1.88833339066613,1.29673741286573,2.06862439451735,2.06862439451735,-27.6220888177953,0.095989365331166,-3.32758076176428,-1.51553869036835,44.7355988996982,44.35819,44.99354,42.10484,42.73059,,41.85345
-0.113887191377407,0.186860378441677,-2.688422058375,-5.32754073029716,1.30150545157676,1.8582868753452,1.8582868753452,-1.18043801237311,0.040791160919637,-2.6203160669828,-1.6267451279059,44.9339931638312,44.91202,44.65862,42.66324,43.06928,,
-0.386433658752793,-0.701229218589657,-0.122105370638764,-2.63187362585535,1.29213231332686,2.08008578856624,2.08008578856624,-30.6602751829656,-0.00430322422376,-4.5263335361202,-1.60026380169232,44.7664128471124,45.05713,44.56841,42.58026,42.78089,,
0.219438227424716,-0.036717856591915,-2.28991198499306,-4.67480371934369,1.30111443625536,2.02137976979405,2.02137976979405,-63.9672181606284,0.007074996941863,-2.06556982802841,-1.3595624866601,45.3159703454569,44.56043,44.65633,42.28675,42.88707,,
-0.361294729786732,-0.671667972457477,-2.71200791356022,-5.22150015833642,1.29210457208455,2.06810538231364,2.06810538231364,-26.3134791243381,0.108344008686759,-4.21430926064392,-1.66554316011346,45.1492191126554,44.78145,44.59963,42.41024,43.05763,,
-0.108519794558761,-0.96269656592203,-1.38805020949299,-3.94699502401087,1.29547723554423,1.95556939088327,1.95556939088327,-24.2351974579613,0.129227611515541,-4.18228230274802,-1.78176316659358,44.5289167002777,44.77507,44.73006,42.71884,42.56775,,
-0.02276729585663,-0.027991643456857,-0.137096351277143,-2.64504111980134,1.29744814475633,2.04371893292908,2.04371893292908,-46.2320908135957,0.162373737584082,-3.21902716478621,-0.719211864431062,44.9561684304754,44.36424,44.47789,42.63816,42.90808,,
0.128850818781587,0.448350926869342,0.550183215697627,-1.87083679715734,1.30972578969054,2.00513829395117,2.00513829395117,-52.0430337240451,0.133233450130375,-1.94887601279949,-1.41307194774658,43.1205739312058,44.17580,45.01247,42.27794,42.80545,,
0.334160863163556,0.414724612277004,-0.082273239673576,-2.66636986702219,1.27213497102779,2.03839912662983,2.03839912662983,-34.8852591592021,0.094024604654255,-1.36406868246742,-1.40769072031361,44.4608978427566,44.40151,44.55196,42.67026,43.32544,,
0.172132416477925,0.644434639504141,-1.79582173321936,-4.3753745083902,1.30638675948306,1.85229834856905,1.85229834856905,-45.917717368232,0.110383529016878,-1.70098534265856,-1.73554213675318,44.8208579894397,44.20654,44.98618,42.11144,42.78329,,
-0.163796930230286,-0.150567815822177,-2.67703301903621,-5.39014641700374,1.25766720480443,2.19989210281434,2.19989210281434,-23.2766920032233,0.035090337827529,-3.81474040465179,-0.971176544364068,44.6618126855373,44.59746,45.06799,,42.81910,,
-0.083048213436527,-0.668322389323625,-0.346283143102949,-2.76155105141244,1.28974182460213,2.13962038425285,2.13962038425285,-44.0220837817638,0.121669655771948,-4.64482593508465,-1.7557671596215,44.4361626470408,44.17015,44.86777,,43.24706,,
-0.050458379040653,0.312219283201,-1.09826542273086,-3.61025696936874,1.30423846588947,2.02691663812334,2.02691663812334,-32.7781710602497,0.051144917490658,-2.07108969784374,-1.54445245169846,45.0043213737826,44.31297,44.71317,,43.23054,,
0.02258640764122,0.126385409819391,,,1.29014216786842,2.07799625003141,2.07799625003141,-13.2391456297014,0.076742999630834,-3.47951645964235,-1.34057340953738,45.3424226808222,44.52867,44.93590,,42.79880,,
,,,,,,,,,,-2.07732700865387,44.6253124509617,44.68251,44.57434,,43.06437,,
,,,,,,,,,,,43.7671558660822,,44.45962,,42.75987,,
,,,,,,,,,,,44.7134905430939,,45.73744,,42.79383,,
,,,,,,,,,,,45.5327543789925,,44.28572,,43.66837,,
,,,,,,,,,,,45.0293837776852,,0.01334,,42.68648,,
,,,,,,,,,,,45.170261715395,,44.39641,,42.38523,,
,,,,,,,,,,,44.5024271199844,,44.43794,,42.91559,,
,,,,,,,,,,,44.9503648543761,,44.40271,,43.06190,,
,,,,,,,,,,,44.5390760987928,,44.66232,,,,
,,,,,,,,,,,44.9547247909791,,,,,,
,,,,,,,,,,,44.8142475957319,,,,,,
,,,,,,,,,,,45.0086001717619,,,,,,
,,,,,,,,,,,44.4927603890268,,,,,,
