LOG_AR_G_(1),LOG_AR_G_(2),LOG_AR_G_(3),LOG_AR_G_(4),Log_MU_G,LOG_loglik_G,LOG_logpost_G,LOG_MA_G,LOG_measerr_scale_G,LOG_sigma_G,LOG_VAR_G,LOG_L_UV,L_5100,L_3000,L_H_beta,MG_II,0II_5007,OIII_4959
0.163045149474132,0.757077750743324,0.355676207635589,-2.18707305219371,1.25916024083068,2.11461870915822,2.11461870915822,-31.6462683745609,0.017715988193047,-1.6909273245965,-1.86881243256973,45.4248816366311,45.32733,45.48131,43.32896,43.40307,42.46937,42.26057
-0.025045579034707,0.421207568166813,0.27447846143594,-2.2759464314638,1.27584135341734,2.17582124523405,2.17582124523405,-34.7108288466518,0.009791011407473,-1.71790759428925,-1.75204306920362,43.6009728956867,44.51848,44.56355,42.77419,42.88364,42.14843,41.77629
-0.353480659214402,-0.274896377654929,-2.06993437706746,-4.55610297749296,1.30349244533586,2.02162131111987,2.02162131111987,-18.1653967610963,0.047577912591832,-3.4599258928789,-0.614304170262912,44.5670263661591,44.32612,44.48522,42.49316,42.96359,42.26489,41.71549
0.374813106661734,-0.736067322656164,-2.5536963489088,-5.01501207639542,1.2982573645583,1.99439630526273,1.85535093555077,-17.292762157526,-0.037403809908821,-4.81248016576817,-1.79210908578551,45.5403294747909,44.69770,44.94271,42.94092,43.16836,42.23722,41.18078
-0.363717947617624,0.899212524821421,1.21493850997109,-1.34823246574147,1.29294062130761,2.09722077833241,2.09722077833241,-60.5356317336364,-0.056844406342811,-0.689040504094037,-1.56279412361091,43.7387805584844,44.30242,44.85158,42.53794,43.45705,41.93680,42.12107
0.15346590645428,-0.705332009360885,-2.24690428553225,-4.75794944727328,1.31299652247437,1.94281665439408,1.94281665439408,-22.859294786258,0.03264419921518,-3.76974726444749,-0.845604112811136,45.1072099696479,44.83574,44.44037,42.97453,42.68371,42.56680,42.05108
-0.307032531492775,0.234414633861513,-0.391709549196258,-2.74174824100146,1.31737806137191,1.94098274784907,2.1054160571995,-21.3592946348953,0.047716743942038,-2.15784079761297,-1.40982956724347,44.8095597146353,44.57033,45.03819,42.60063,43.23716,42.09058,41.75146
0.337566881478841,-0.607883589288503,-2.10030667652301,-4.46640085604213,1.28522409354356,2.1054160571995,2.10533868247455,-19.5605227377868,0.024575054743078,-3.87508799502888,-1.48673467017965,43.9898945637188,44.30397,45.01922,43.24299,43.23716,42.77714,42.05108
0.356815979488628,0.798260283101511,0.628056210556577,-3.72858130601967,1.27387625855792,2.10533868247455,2.13166985177699,-31.6286927430299,0.01244303359497,-1.16900101593274,-1.66093271140302,44.5965970956265,44.43193,44.83776,42.59860,42.99633,41.67878,41.75146
0.080048630639308,0.432288103533459,0.556530175660233,-2.82873083823028,1.25557865827284,2.13166985177699,2.03412084074826,-28.0568129112676,0.021823899101734,-1.66504133560733,-2.14446829885064,44.7291647896928,44.75459,44.34770,42.46524,42.74858,42.64946,42.27146
0.064990185551125,0.540821944751285,0.08817112462744,-4.24420904229885,1.30066364290119,2.03412084074826,2.00456703952564,-81.6731754071616,0.05805947922217,-1.64463259023814,-1.33411703353121,43.4487063199051,44.69916,44.65749,43.46676,42.96205,42.07596,41.86849
-0.199179705001108,0.501201473048652,-0.760791407994869,-2.3845122592983,1.29697208020559,2.00456703952564,2.01481720081888,-10.6879966415106,0.018120339329678,-2.77416652447189,-1.7170732716719,45.3031960574205,44.88584,45.15750,42.78628,43.15557,42.64170,42.36900
-0.202089948883079,-0.035931249153421,-1.73679772343366,-4.81182784528472,1.30479356738833,2.01481720081888,2.00249424283587,-25.1549713926718,0.19001594857676,-3.43599848305976,-1.33000799648261,45.9132839017604,44.43886,44.86974,43.07690,42.93223,42.35470,42.20851
0.082986051977732,-0.376678361620875,-1.75647944276726,-3.90972501491664,1.29953649107722,2.00249424283587,2.17400938533802,-25.1952033688961,0.073206700418143,-3.55759387716002,-1.57702609477197,44.2201080880401,44.10607,45.20451,42.46310,43.45330,41.79072,41.59024
0.220193597874191,0.272013242102174,0.308049884117718,-1.83353640243117,1.2698604438646,2.17400938533802,2.13208634992236,-43.9663673803887,-0.007050973610396,-1.80532256349236,-1.92634268058844,44.862131379313,44.28278,44.41496,42.56917,42.80388,42.43821,42.14885
0.207114301964214,0.53167111723864,0.171238956131351,0.886786882665743,1.29721543698939,2.13208634992236,2.02864643479535,-61.2664429616469,0.054153334262632,-1.91355234505527,-1.87664961064068,45.0718820073061,45.03406,44.07756,42.51944,42.61017,41.49444,41.85274
-0.740780353389518,0.626368538338434,0.288467911227762,-4.15598163031588,1.29803140845555,1.81378668842504,2.20465980464022,-24.4829422767504,0.028889023626318,-1.48630851225263,-1.48234506373171,44.2504200023089,44.28599,44.46839,42.79810,42.98336,41.62131,41.22986
0.080910367848004,0.196881516880071,-1.33069727230428,-2.0992361344428,1.27403150408224,2.20465980464022,2.05272746750714,-24.4829422767504,0.059576152671365,-3.23935904139491,-1.71381528830894,45.1958996524092,44.51935,44.94597,42.05927,43.26494,42.24820,42.19560
-0.346255053735552,0.435319387521614,-0.268402928345995,-2.13938567504069,1.29963184330341,2.05272746750714,2.07109374295607,-28.2583035171668,0.028209689301578,-2.07886069947364,-1.37730065348379,45.3159703454569,44.25256,44.97579,43.25239,43.38464,42.40217,41.26026
